,Invoice_ID,Branch,Customer_type,Gender,Product_line,Unit_price,Quantity,Date,Time,Payment,Rating,Tax_5%,Total,City
1157,584-86-7256,C,Member,Male,Sports and travel,34.56,7,2019-03-11,16:07:00,Credit card,7.3,12.096000000000002,254.01600000000002,Naypyitaw
1159,214-17-6927,C,Normal,Female,Food and beverages,16.48,6,2019-02-07,18:23:00,Ewallet,9.9,4.944,103.824,Naypyitaw
1160,400-89-4171,C,Normal,Female,Sports and travel,80.97,8,2019-01-28,13:05:00,Cash,9.3,32.388,680.148,Naypyitaw
1166,894-41-5205,C,Normal,Female,Food and beverages,43.18,8,2019-01-19,19:39:00,Credit card,8.3,17.272000000000002,362.712,Naypyitaw
1169,423-80-0988,C,Normal,Male,Sports and travel,76.4,2,2019-01-30,19:42:00,Ewallet,6.5,7.640000000000001,160.44,Naypyitaw
1172,234-65-2137,C,Normal,Male,Home and lifestyle,95.58,10,2019-01-16,13:32:00,Cash,4.8,47.79,1003.5899999999999,Naypyitaw
1178,733-33-4967,C,Normal,Male,Electronic accessories,20.85,8,2019-03-03,19:17:00,Cash,6.3,8.340000000000002,175.14000000000001,Naypyitaw
1183,139-52-2867,C,Normal,Female,Fashion accessories,22.51,7,2019-02-13,10:50:00,Credit card,4.8,7.878500000000002,165.44850000000002,Naypyitaw
1185,342-65-4817,C,Member,Male,Health and beauty,86.8,3,2019-01-28,16:47:00,Ewallet,9.9,13.02,273.41999999999996,Naypyitaw
1186,130-98-8941,C,Normal,Male,Fashion accessories,64.26,7,2019-02-09,10:00:00,Cash,5.7,22.491000000000003,472.31100000000004,Naypyitaw
1187,434-83-9547,C,Member,Male,Food and beverages,38.47,8,2019-01-23,11:51:00,Cash,7.7,15.388,323.14799999999997,Naypyitaw
1189,824-88-3614,C,Normal,Male,Health and beauty,34.31,8,2019-01-25,15:00:00,Ewallet,5.7,13.724000000000002,288.204,Naypyitaw
1195,593-65-1552,C,Normal,Female,Home and lifestyle,69.81,4,2019-01-28,20:50:00,Credit card,5.9,13.962000000000002,293.202,Naypyitaw
1198,286-43-6208,C,Normal,Female,Food and beverages,87.8,9,2019-03-16,19:08:00,Cash,9.2,39.51,829.7099999999999,Naypyitaw
1201,556-86-3144,C,Member,Female,Fashion accessories,74.29,1,2019-01-13,19:30:00,Cash,5.0,3.7145000000000006,78.00450000000001,Naypyitaw
1202,848-24-9445,C,Member,Male,Health and beauty,43.7,2,2019-03-26,18:03:00,Cash,4.9,4.37,91.77000000000001,Naypyitaw
1204,699-01-4164,C,Normal,Male,Health and beauty,41.5,4,2019-03-12,19:58:00,Credit card,8.2,8.3,174.3,Naypyitaw
1205,420-11-4919,C,Member,Female,Food and beverages,71.39,5,2019-02-17,19:57:00,Credit card,5.5,17.8475,374.7975,Naypyitaw
1206,606-80-4905,C,Member,Female,Sports and travel,19.15,6,2019-01-29,10:01:00,Credit card,6.8,5.745,120.645,Naypyitaw
1208,426-39-2418,C,Normal,Male,Electronic accessories,61.41,7,2019-01-14,10:02:00,Cash,9.8,21.4935,451.3635,Naypyitaw
1212,672-51-8681,C,Member,Female,Electronic accessories,66.65,9,2019-01-04,18:19:00,Credit card,9.7,29.992500000000003,629.8425,Naypyitaw
1213,263-87-5680,C,Member,Female,Home and lifestyle,28.53,10,2019-03-18,17:38:00,Ewallet,7.8,14.265,299.565,Naypyitaw
1217,677-11-0152,C,Normal,Female,Food and beverages,93.26,9,2019-01-16,18:08:00,Cash,8.8,41.967000000000006,881.307,Naypyitaw
1228,389-25-3394,C,Normal,Male,Electronic accessories,11.81,5,2019-02-17,18:06:00,Cash,9.4,2.9525000000000006,62.002500000000005,Naypyitaw
1229,279-62-1445,C,Member,Female,Fashion accessories,12.54,1,2019-02-21,12:38:00,Cash,8.2,0.627,13.167,Naypyitaw
1231,746-68-6593,C,Member,Female,Sports and travel,87.16,2,2019-01-11,14:29:00,Credit card,9.7,8.716,183.036,Naypyitaw
1233,583-72-1480,C,Member,Male,Electronic accessories,37.06,4,2019-01-31,16:24:00,Ewallet,9.7,7.412000000000001,155.65200000000002,Naypyitaw
1242,211-30-9270,C,Normal,Male,Health and beauty,17.41,5,2019-01-28,15:16:00,Credit card,4.9,4.3525,91.4025,Naypyitaw
1243,755-12-3214,C,Member,Female,Fashion accessories,44.22,5,2019-03-05,17:07:00,Credit card,8.6,11.055,232.155,Naypyitaw
1248,142-72-4741,C,Member,Male,Fashion accessories,93.2,2,2019-02-28,18:37:00,Credit card,6.0,9.32,195.72,Naypyitaw
1257,662-47-5456,C,Member,Male,Fashion accessories,35.19,10,2019-03-17,19:06:00,Credit card,8.4,17.595,369.495,Naypyitaw
1258,883-17-4236,C,Normal,Female,Sports and travel,14.39,2,2019-03-02,19:44:00,Credit card,7.2,1.439,30.219,Naypyitaw
1265,380-94-4661,C,Member,Male,Electronic accessories,65.94,4,2019-02-07,13:05:00,Credit card,6.9,13.188,276.948,Naypyitaw
1267,821-07-3596,C,Normal,Female,Fashion accessories,16.45,4,2019-03-07,14:53:00,Ewallet,5.6,3.29,69.09,Naypyitaw
1272,808-65-0703,C,Normal,Male,Home and lifestyle,35.47,4,2019-03-14,17:22:00,Credit card,6.9,7.094,148.974,Naypyitaw
1277,687-15-1097,C,Member,Female,Health and beauty,21.12,2,2019-01-03,19:17:00,Cash,9.7,2.112,44.352000000000004,Naypyitaw
1282,526-86-8552,C,Member,Female,Home and lifestyle,21.82,10,2019-01-07,17:36:00,Cash,7.1,10.91,229.10999999999999,Naypyitaw
1283,376-56-3573,C,Normal,Female,Fashion accessories,95.42,4,2019-02-02,13:23:00,Ewallet,6.4,19.084,400.764,Naypyitaw
1284,537-72-0426,C,Member,Male,Fashion accessories,70.99,10,2019-03-20,16:28:00,Cash,5.7,35.495,745.395,Naypyitaw
1287,523-38-0215,C,Normal,Male,Home and lifestyle,37.0,1,2019-03-06,13:29:00,Credit card,7.9,1.85,38.85,Naypyitaw
1292,593-95-4461,C,Member,Male,Home and lifestyle,74.86,1,2019-03-24,14:49:00,Cash,6.9,3.7430000000000003,78.603,Naypyitaw
1293,226-71-3580,C,Normal,Female,Sports and travel,23.75,9,2019-01-31,12:02:00,Cash,9.5,10.6875,224.4375,Naypyitaw
1297,558-80-4082,C,Normal,Male,Electronic accessories,27.85,7,2019-03-14,17:20:00,Ewallet,6.0,9.747500000000002,204.69750000000002,Naypyitaw
1301,211-05-0490,C,Member,Female,Electronic accessories,51.92,5,2019-03-03,13:42:00,Cash,7.5,12.980000000000002,272.58000000000004,Naypyitaw
1302,727-75-6477,C,Normal,Male,Electronic accessories,28.84,4,2019-03-29,14:44:00,Cash,6.4,5.768000000000001,121.128,Naypyitaw
1305,779-06-0012,C,Member,Female,Home and lifestyle,88.61,1,2019-01-19,10:21:00,Cash,7.7,4.4305,93.0405,Naypyitaw
1306,446-47-6729,C,Normal,Male,Fashion accessories,99.82,2,2019-01-02,18:09:00,Credit card,6.7,9.982,209.62199999999999,Naypyitaw
1308,735-06-4124,C,Normal,Male,Food and beverages,48.61,1,2019-02-25,15:31:00,Cash,4.4,2.4305000000000003,51.0405,Naypyitaw
1317,181-94-6432,C,Member,Male,Fashion accessories,69.33,2,2019-02-05,19:05:00,Ewallet,9.7,6.933,145.593,Naypyitaw
1320,227-07-4446,C,Member,Female,Electronic accessories,78.13,10,2019-02-10,20:51:00,Cash,4.4,39.065,820.365,Naypyitaw
1321,174-36-3675,C,Member,Male,Food and beverages,99.37,2,2019-02-14,17:29:00,Cash,5.2,9.937000000000001,208.67700000000002,Naypyitaw
1322,428-83-5800,C,Member,Female,Food and beverages,21.08,3,2019-02-09,10:25:00,Cash,7.3,3.162,66.402,Naypyitaw
1323,603-07-0961,C,Member,Male,Electronic accessories,74.79,5,2019-01-10,11:34:00,Cash,4.9,18.6975,392.64750000000004,Naypyitaw
1324,704-20-4138,C,Member,Female,Health and beauty,29.67,7,2019-03-11,18:58:00,Credit card,8.1,10.384500000000001,218.0745,Naypyitaw
1325,787-15-1757,C,Member,Male,Health and beauty,44.07,4,2019-02-18,16:28:00,Ewallet,8.4,8.814,185.094,Naypyitaw
1326,649-11-3678,C,Normal,Female,Food and beverages,22.93,9,2019-02-26,20:26:00,Cash,5.5,10.3185,216.6885,Naypyitaw
1327,622-20-1945,C,Normal,Female,Health and beauty,39.42,1,2019-01-18,15:08:00,Cash,8.4,1.971,41.391000000000005,Naypyitaw
1333,719-76-3868,C,Member,Male,Food and beverages,94.26,4,2019-03-12,16:30:00,Cash,8.6,18.852,395.892,Naypyitaw
1340,835-16-0096,C,Member,Male,Sports and travel,14.7,5,2019-03-24,13:48:00,Ewallet,8.5,3.6750000000000003,77.175,Naypyitaw
1344,633-09-3463,C,Normal,Female,Electronic accessories,47.65,3,2019-03-28,12:58:00,Credit card,9.5,7.1475,150.0975,Naypyitaw
1349,416-13-5917,C,Normal,Female,Food and beverages,97.03,5,2019-01-30,16:24:00,Ewallet,9.3,24.2575,509.40749999999997,Naypyitaw
1353,725-96-3778,C,Member,Female,Home and lifestyle,89.25,8,2019-01-20,10:13:00,Cash,4.7,35.7,749.7,Naypyitaw
1356,860-79-0874,C,Member,Female,Fashion accessories,99.3,10,2019-02-15,14:53:00,Credit card,6.6,49.650000000000006,1042.65,Naypyitaw
1360,320-49-6392,C,Normal,Female,Electronic accessories,30.24,1,2019-03-04,15:44:00,Cash,8.4,1.512,31.752,Naypyitaw
1362,632-90-0281,C,Normal,Female,Fashion accessories,37.55,10,2019-03-08,20:01:00,Credit card,9.3,18.775000000000002,394.275,Naypyitaw
1363,554-42-2417,C,Normal,Female,Sports and travel,95.44,10,2019-01-09,13:45:00,Cash,5.2,47.72,1002.12,Naypyitaw
1367,605-72-4132,C,Normal,Female,Food and beverages,94.47,8,2019-02-27,15:12:00,Cash,9.1,37.788000000000004,793.548,Naypyitaw
1368,471-41-2823,C,Normal,Male,Food and beverages,99.79,2,2019-03-07,20:37:00,Ewallet,8.0,9.979000000000001,209.55900000000003,Naypyitaw
1370,272-27-9238,C,Normal,Female,Food and beverages,41.24,4,2019-02-19,16:23:00,Cash,7.1,8.248000000000001,173.208,Naypyitaw
1371,834-25-9262,C,Normal,Female,Fashion accessories,81.68,4,2019-01-06,12:12:00,Cash,9.1,16.336000000000002,343.05600000000004,Naypyitaw
1372,122-61-9553,C,Normal,Female,Electronic accessories,51.32,9,2019-03-14,19:33:00,Cash,5.6,23.094,484.974,Naypyitaw
1374,613-59-9758,C,Normal,Female,Sports and travel,14.36,10,2019-01-27,14:28:00,Cash,5.4,7.18,150.78,Naypyitaw
1378,730-70-9830,C,Normal,Female,Home and lifestyle,70.11,6,2019-03-14,17:54:00,Ewallet,5.2,21.033,441.693,Naypyitaw
1379,382-25-8917,C,Normal,Male,Fashion accessories,42.08,6,2019-01-29,12:25:00,Cash,8.9,12.624,265.104,Naypyitaw
1383,743-88-1662,C,Normal,Male,Sports and travel,95.49,7,2019-02-22,18:17:00,Ewallet,8.7,33.4215,701.8515,Naypyitaw
1384,595-86-2894,C,Member,Male,Fashion accessories,96.98,4,2019-02-06,17:20:00,Ewallet,9.4,19.396,407.31600000000003,Naypyitaw
1387,462-78-5240,C,Normal,Female,Electronic accessories,26.61,2,2019-03-19,14:35:00,Cash,4.2,2.661,55.881,Naypyitaw
1389,153-58-4872,C,Member,Female,Food and beverages,74.89,4,2019-03-01,15:32:00,Ewallet,4.2,14.978000000000002,314.538,Naypyitaw
1392,689-16-9784,C,Normal,Male,Food and beverages,46.77,6,2019-03-11,13:37:00,Cash,6.0,14.031,294.651,Naypyitaw
1394,394-41-0748,C,Member,Female,Fashion accessories,54.07,9,2019-01-27,14:55:00,Ewallet,9.5,24.331500000000002,510.9615,Naypyitaw
1396,541-89-9860,C,Member,Female,Fashion accessories,80.48,3,2019-02-15,12:31:00,Cash,8.1,12.072000000000001,253.512,Naypyitaw
1406,110-05-6330,C,Normal,Female,Food and beverages,39.43,6,2019-03-25,20:18:00,Credit card,9.4,11.829,248.409,Naypyitaw
1407,651-61-0874,C,Normal,Male,Home and lifestyle,46.22,4,2019-03-12,20:04:00,Credit card,6.2,9.244,194.124,Naypyitaw
1408,236-86-3015,C,Member,Male,Home and lifestyle,13.98,1,2019-02-04,13:38:00,Ewallet,9.8,0.6990000000000001,14.679,Naypyitaw
1410,587-03-7455,C,Member,Female,Fashion accessories,97.79,7,2019-02-16,17:30:00,Ewallet,4.9,34.22650000000001,718.7565000000001,Naypyitaw
1415,372-26-1506,C,Normal,Female,Fashion accessories,23.82,5,2019-01-28,19:24:00,Ewallet,5.4,5.955,125.05499999999999,Naypyitaw
1422,750-57-9686,C,Normal,Female,Home and lifestyle,45.38,4,2019-01-08,13:48:00,Credit card,8.7,9.076,190.596,Naypyitaw
1423,186-09-3669,C,Member,Female,Health and beauty,81.51,1,2019-01-22,10:57:00,Ewallet,9.2,4.075500000000001,85.58550000000001,Naypyitaw
1426,266-76-6436,C,Member,Female,Food and beverages,38.6,3,2019-03-28,13:57:00,Ewallet,7.5,5.790000000000001,121.59000000000002,Naypyitaw
1427,740-22-2500,C,Normal,Female,Electronic accessories,84.05,3,2019-01-23,13:29:00,Cash,9.8,12.6075,264.7575,Naypyitaw
1428,271-88-8734,C,Member,Female,Fashion accessories,97.21,10,2019-02-08,13:00:00,Credit card,8.7,48.605,1020.7049999999999,Naypyitaw
1430,489-64-4354,C,Normal,Male,Fashion accessories,16.28,1,2019-03-09,15:36:00,Cash,5.0,0.8140000000000001,17.094,Naypyitaw
1437,574-57-9721,C,Normal,Male,Food and beverages,43.27,2,2019-03-08,16:53:00,Ewallet,5.7,4.327000000000001,90.867,Naypyitaw
1441,751-69-0068,C,Normal,Male,Sports and travel,99.24,9,2019-03-19,19:09:00,Ewallet,9.0,44.658,937.818,Naypyitaw
1442,257-73-1380,C,Member,Male,Sports and travel,82.93,4,2019-01-20,16:51:00,Ewallet,9.6,16.586000000000002,348.30600000000004,Naypyitaw
1444,549-96-4200,C,Member,Male,Food and beverages,17.04,4,2019-03-08,20:15:00,Ewallet,7.0,3.408,71.568,Naypyitaw
1445,810-60-6344,C,Normal,Female,Electronic accessories,40.86,8,2019-02-07,14:38:00,Credit card,6.5,16.344,343.224,Naypyitaw
1446,450-28-2866,C,Member,Male,Food and beverages,17.44,5,2019-01-15,19:25:00,Cash,8.1,4.36,91.56,Naypyitaw
1449,192-98-7397,C,Normal,Male,Fashion accessories,12.78,1,2019-01-08,14:11:00,Ewallet,9.5,0.639,13.418999999999999,Naypyitaw
1452,235-46-8343,C,Member,Male,Food and beverages,27.66,10,2019-02-14,11:26:00,Credit card,8.9,13.830000000000002,290.43,Naypyitaw
1453,453-12-7053,C,Normal,Male,Fashion accessories,45.74,3,2019-03-10,17:38:00,Credit card,6.5,6.861000000000001,144.081,Naypyitaw
1464,325-90-8763,C,Member,Female,Electronic accessories,46.57,10,2019-01-27,13:58:00,Cash,7.6,23.285,488.985,Naypyitaw
1465,729-46-7422,C,Normal,Male,Food and beverages,35.89,1,2019-02-23,16:52:00,Credit card,7.9,1.7945000000000002,37.6845,Naypyitaw
1466,639-76-1242,C,Normal,Male,Food and beverages,40.52,5,2019-02-03,15:19:00,Cash,4.5,10.130000000000003,212.73000000000002,Naypyitaw
1468,326-71-2155,C,Normal,Female,Sports and travel,73.95,4,2019-02-03,10:02:00,Cash,6.1,14.790000000000001,310.59000000000003,Naypyitaw
1469,320-32-8842,C,Member,Female,Food and beverages,22.62,1,2019-03-17,18:58:00,Cash,6.4,1.131,23.751,Naypyitaw
1471,878-30-2331,C,Member,Female,Sports and travel,54.55,10,2019-03-02,11:22:00,Credit card,7.1,27.275000000000002,572.775,Naypyitaw
1472,440-59-5691,C,Member,Female,Health and beauty,37.15,7,2019-02-08,13:12:00,Credit card,7.7,13.002500000000001,273.0525,Naypyitaw
1474,746-19-0921,C,Normal,Male,Food and beverages,21.58,1,2019-02-09,10:02:00,Ewallet,7.2,1.079,22.659,Naypyitaw
1475,233-34-0817,C,Member,Female,Electronic accessories,98.84,1,2019-02-15,11:21:00,Cash,8.4,4.942,103.78200000000001,Naypyitaw
1476,767-05-1286,C,Member,Female,Home and lifestyle,83.77,6,2019-01-23,12:10:00,Ewallet,5.4,25.131,527.751,Naypyitaw
1483,598-47-9715,C,Normal,Male,Electronic accessories,84.07,4,2019-03-07,16:54:00,Ewallet,4.4,16.814,353.094,Naypyitaw
1486,541-08-3113,C,Normal,Male,Food and beverages,65.97,8,2019-02-02,20:29:00,Cash,8.4,26.388,554.148,Naypyitaw
1487,246-11-3901,C,Normal,Female,Electronic accessories,32.8,10,2019-02-15,12:12:00,Cash,6.2,16.400000000000002,344.4,Naypyitaw
1490,493-65-6248,C,Member,Female,Sports and travel,36.98,10,2019-01-01,19:48:00,Credit card,7.0,18.49,388.28999999999996,Naypyitaw
1494,556-72-8512,C,Normal,Male,Home and lifestyle,22.96,1,2019-01-30,20:47:00,Cash,4.3,1.1480000000000001,24.108,Naypyitaw
1499,148-82-2527,C,Member,Female,Home and lifestyle,12.12,10,2019-03-05,13:44:00,Credit card,8.4,6.06,127.25999999999999,Naypyitaw
1502,556-97-7101,C,Normal,Female,Electronic accessories,63.22,2,2019-01-01,15:51:00,Cash,8.5,6.322,132.762,Naypyitaw
1503,862-59-8517,C,Normal,Female,Food and beverages,90.24,6,2019-01-27,11:17:00,Cash,6.2,27.072,568.512,Naypyitaw
1507,573-98-8548,C,Member,Female,Fashion accessories,31.9,1,2019-01-05,12:40:00,Ewallet,9.1,1.595,33.495,Naypyitaw
1508,620-02-2046,C,Normal,Male,Home and lifestyle,69.4,2,2019-01-27,19:48:00,Ewallet,9.0,6.940000000000001,145.74,Naypyitaw
1515,602-80-9671,C,Member,Female,Home and lifestyle,15.95,6,2019-02-09,17:15:00,Credit card,5.1,4.784999999999999,100.48499999999999,Naypyitaw
1520,503-07-0930,C,Member,Male,Sports and travel,58.39,7,2019-02-23,19:49:00,Credit card,8.2,20.436500000000002,429.16650000000004,Naypyitaw
1521,413-20-6708,C,Member,Female,Fashion accessories,51.47,1,2019-03-18,15:52:00,Ewallet,8.5,2.5735,54.0435,Naypyitaw
1523,521-18-7827,C,Member,Male,Home and lifestyle,39.39,5,2019-01-22,20:46:00,Credit card,8.7,9.8475,206.79749999999999,Naypyitaw
1525,600-38-9738,C,Member,Male,Sports and travel,71.92,5,2019-01-17,15:05:00,Credit card,4.3,17.98,377.58000000000004,Naypyitaw
1527,451-28-5717,C,Member,Female,Home and lifestyle,83.17,6,2019-03-20,11:23:00,Cash,7.3,24.951,523.971,Naypyitaw
1529,133-14-7229,C,Normal,Male,Health and beauty,62.87,2,2019-01-01,11:43:00,Cash,5.0,6.287,132.027,Naypyitaw
1539,236-27-1144,C,Normal,Female,Food and beverages,16.31,9,2019-03-26,10:31:00,Ewallet,8.4,7.3395,154.12949999999998,Naypyitaw
1541,583-41-4548,C,Normal,Male,Home and lifestyle,16.67,7,2019-02-07,11:36:00,Ewallet,7.4,5.834500000000001,122.52450000000002,Naypyitaw
1545,358-88-9262,C,Member,Female,Food and beverages,87.48,6,2019-02-01,18:43:00,Ewallet,5.1,26.244,551.124,Naypyitaw
1547,343-87-0864,C,Member,Male,Health and beauty,75.88,1,2019-01-03,10:30:00,Credit card,7.1,3.794,79.67399999999999,Naypyitaw
1549,243-47-2663,C,Member,Male,Electronic accessories,18.77,6,2019-01-28,16:43:00,Credit card,5.5,5.631,118.251,Naypyitaw
1559,399-69-4630,C,Normal,Male,Electronic accessories,22.21,6,2019-03-07,10:23:00,Credit card,8.6,6.663,139.923,Naypyitaw
1563,283-26-5248,C,Member,Female,Food and beverages,98.52,10,2019-01-30,20:23:00,Ewallet,4.5,49.26,1034.46,Naypyitaw
1567,866-99-7614,C,Normal,Male,Food and beverages,89.2,10,2019-02-11,15:42:00,Credit card,4.4,44.6,936.6,Naypyitaw
1572,718-57-9773,C,Normal,Female,Sports and travel,49.33,10,2019-02-03,16:40:00,Credit card,9.4,24.665,517.9649999999999,Naypyitaw
1575,408-26-9866,C,Normal,Female,Sports and travel,73.98,7,2019-03-02,16:42:00,Ewallet,4.1,25.893,543.753,Naypyitaw
1583,592-34-6155,C,Normal,Male,Food and beverages,31.77,4,2019-01-14,14:43:00,Ewallet,6.2,6.354,133.434,Naypyitaw
1586,390-31-6381,C,Normal,Male,Food and beverages,27.22,3,2019-01-07,12:37:00,Cash,7.3,4.083,85.743,Naypyitaw
1588,339-18-7061,C,Member,Female,Fashion accessories,92.98,2,2019-02-13,15:06:00,Credit card,8.0,9.298,195.258,Naypyitaw
1594,379-17-6588,C,Normal,Male,Fashion accessories,59.61,10,2019-03-14,11:07:00,Cash,5.3,29.805000000000003,625.905,Naypyitaw
1596,302-15-2162,C,Member,Male,Health and beauty,46.53,6,2019-03-03,10:54:00,Credit card,4.3,13.959000000000001,293.139,Naypyitaw
1597,788-07-8452,C,Member,Female,Home and lifestyle,24.24,7,2019-01-27,17:38:00,Ewallet,9.4,8.484,178.164,Naypyitaw
1603,123-35-4896,C,Normal,Female,Sports and travel,46.66,9,2019-02-17,19:11:00,Ewallet,5.3,20.997,440.93699999999995,Naypyitaw
1604,258-69-7810,C,Normal,Female,Fashion accessories,36.85,5,2019-01-26,18:53:00,Cash,9.2,9.2125,193.4625,Naypyitaw
1606,219-61-4139,C,Normal,Male,Electronic accessories,83.08,1,2019-01-23,17:16:00,Ewallet,6.4,4.154,87.234,Naypyitaw
1607,881-41-7302,C,Normal,Female,Fashion accessories,64.99,1,2019-01-26,10:06:00,Credit card,4.5,3.2495,68.23949999999999,Naypyitaw
1608,373-09-4567,C,Normal,Male,Food and beverages,77.56,10,2019-03-14,20:35:00,Ewallet,6.9,38.78,814.38,Naypyitaw
1610,484-22-8230,C,Member,Female,Fashion accessories,51.89,7,2019-01-08,20:08:00,Cash,4.5,18.1615,381.3915,Naypyitaw
1613,544-32-5024,C,Member,Female,Food and beverages,49.79,4,2019-03-28,19:16:00,Credit card,6.4,9.958,209.118,Naypyitaw
1617,277-35-5865,C,Member,Female,Food and beverages,98.97,9,2019-03-09,11:23:00,Cash,6.7,44.536500000000004,935.2665000000001,Naypyitaw
1619,284-54-4231,C,Member,Male,Sports and travel,80.93,1,2019-01-19,16:08:00,Credit card,9.0,4.046500000000001,84.9765,Naypyitaw
1623,840-19-2096,C,Member,Male,Electronic accessories,87.91,5,2019-03-14,18:10:00,Ewallet,4.4,21.9775,461.5275,Naypyitaw
1625,641-96-3695,C,Member,Female,Fashion accessories,43.46,6,2019-02-07,17:55:00,Ewallet,8.5,13.038,273.798,Naypyitaw
1643,318-81-2368,C,Normal,Female,Electronic accessories,46.2,1,2019-03-19,12:16:00,Cash,6.3,2.31,48.510000000000005,Naypyitaw
1647,155-45-3814,C,Member,Female,Electronic accessories,88.55,8,2019-03-19,15:29:00,Ewallet,4.7,35.42,743.8199999999999,Naypyitaw
1649,131-15-8856,C,Member,Female,Food and beverages,72.52,8,2019-03-30,19:26:00,Credit card,4.0,29.008,609.168,Naypyitaw
1650,273-84-2164,C,Member,Male,Electronic accessories,12.05,5,2019-02-16,15:53:00,Ewallet,5.5,3.0125,63.2625,Naypyitaw
1652,778-89-7974,C,Normal,Male,Health and beauty,70.21,6,2019-03-30,14:58:00,Cash,7.4,21.063000000000002,442.323,Naypyitaw
1654,859-71-0933,C,Member,Female,Sports and travel,15.49,2,2019-01-16,15:10:00,Cash,6.3,1.5490000000000002,32.529,Naypyitaw
1655,740-11-5257,C,Normal,Male,Electronic accessories,24.74,10,2019-02-24,16:44:00,Cash,7.1,12.37,259.77,Naypyitaw
1662,250-81-7186,C,Normal,Female,Electronic accessories,99.69,1,2019-02-27,10:23:00,Credit card,8.0,4.984500000000001,104.6745,Naypyitaw
1667,842-29-4695,C,Member,Male,Sports and travel,17.14,7,2019-01-16,12:07:00,Credit card,7.9,5.9990000000000006,125.979,Naypyitaw
1669,641-51-2661,C,Member,Female,Food and beverages,87.1,10,2019-02-12,14:45:00,Credit card,9.9,43.550000000000004,914.55,Naypyitaw
1670,714-02-3114,C,Normal,Female,Sports and travel,98.8,2,2019-02-21,11:39:00,Cash,7.7,9.88,207.48,Naypyitaw
1674,408-66-6712,C,Member,Female,Health and beauty,47.71,6,2019-02-16,14:19:00,Ewallet,4.4,14.313,300.573,Naypyitaw
1679,556-41-6224,C,Normal,Male,Health and beauty,33.64,8,2019-02-15,17:10:00,Credit card,9.3,13.456000000000001,282.576,Naypyitaw
1684,648-94-3045,C,Normal,Male,Health and beauty,58.95,10,2019-02-07,14:27:00,Ewallet,8.1,29.475,618.975,Naypyitaw
1688,370-96-0655,C,Normal,Female,Fashion accessories,49.32,6,2019-01-09,13:46:00,Ewallet,7.1,14.796000000000001,310.716,Naypyitaw
1694,173-57-2300,C,Member,Male,Sports and travel,72.88,2,2019-03-13,12:51:00,Cash,6.1,7.288,153.048,Naypyitaw
1696,394-55-6384,C,Member,Female,Sports and travel,70.19,9,2019-01-25,13:38:00,Cash,6.7,31.585500000000003,663.2955000000001,Naypyitaw
1697,266-20-6657,C,Member,Male,Food and beverages,55.04,7,2019-03-12,19:39:00,Ewallet,5.2,19.264,404.544,Naypyitaw
1699,196-01-2849,C,Member,Female,Fashion accessories,73.38,7,2019-02-10,13:56:00,Cash,9.5,25.683,539.343,Naypyitaw
1700,372-62-5264,C,Normal,Female,Food and beverages,52.6,9,2019-01-16,14:42:00,Cash,7.6,23.67,497.07000000000005,Naypyitaw
1705,751-41-9720,C,Normal,Male,Home and lifestyle,97.5,10,2019-01-12,16:18:00,Ewallet,8.0,48.75,1023.75,Naypyitaw
1706,626-43-7888,C,Normal,Female,Fashion accessories,60.41,8,2019-02-07,12:23:00,Ewallet,9.6,24.164,507.44399999999996,Naypyitaw
1713,162-65-8559,C,Member,Male,Food and beverages,68.98,1,2019-01-21,20:13:00,Cash,4.8,3.4490000000000003,72.429,Naypyitaw
1714,760-27-5490,C,Normal,Male,Fashion accessories,15.62,8,2019-01-20,20:37:00,Ewallet,9.1,6.248,131.208,Naypyitaw
1717,728-88-7867,C,Member,Female,Home and lifestyle,75.53,4,2019-03-19,15:52:00,Ewallet,8.3,15.106000000000002,317.226,Naypyitaw
1718,183-21-3799,C,Normal,Female,Electronic accessories,77.63,9,2019-02-19,15:14:00,Ewallet,7.2,34.9335,733.6034999999999,Naypyitaw
1719,268-20-3585,C,Normal,Female,Health and beauty,13.85,9,2019-02-04,12:50:00,Ewallet,6.0,6.2325,130.8825,Naypyitaw
1720,735-32-9839,C,Member,Male,Fashion accessories,98.7,8,2019-01-31,10:36:00,Ewallet,8.5,39.480000000000004,829.08,Naypyitaw
1727,678-79-0726,C,Member,Female,Sports and travel,90.63,9,2019-01-18,15:28:00,Cash,5.1,40.783500000000004,856.4535,Naypyitaw
1729,592-46-1692,C,Member,Female,Food and beverages,36.77,7,2019-01-11,20:10:00,Cash,7.4,12.869500000000002,270.25950000000006,Naypyitaw
1731,149-14-0304,C,Member,Female,Health and beauty,28.5,8,2019-02-06,14:24:00,Cash,6.6,11.4,239.4,Naypyitaw
1732,442-44-6497,C,Member,Male,Home and lifestyle,55.57,3,2019-01-08,11:42:00,Credit card,5.9,8.335500000000001,175.0455,Naypyitaw
1734,210-74-9613,C,Normal,Male,Fashion accessories,97.26,4,2019-03-16,15:33:00,Ewallet,6.8,19.452,408.492,Naypyitaw
1741,607-65-2441,C,Member,Male,Health and beauty,81.95,10,2019-03-10,12:39:00,Credit card,6.0,40.975,860.475,Naypyitaw
1742,386-27-7606,C,Member,Female,Home and lifestyle,81.2,7,2019-03-23,15:59:00,Credit card,8.1,28.42,596.8199999999999,Naypyitaw
